,name,prepayment_amount,body,issue_year,color,drive_unit,eng_capacity,mileage,condition,fuel_type,cleared,transmission,published_time,city,price,views,link,description,year,car_name,model
1969,"Opel Vectra A, 1992",8700,Седан,1992,Другой цвет,Передний,1.6,12345,С пробегом,Бензин + газ,Да,Механика,2023-03-04 20:05:00,Худжанд,29000,659,https://somon.tj/adv/9558629_opel-vectra-a-1992/,"Машина в отличном состоянии
Цвет бризгшомпан
Мотор 1.6л простой
Салон черный
Центрзамокный ключ.",1992,Opel,Vectra A
1970,"Opel Vectra B, 1996",0,Седан,1996,Зелёный,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:52:00,Ашт,35000,140,https://somon.tj/adv/9574587_opel-vectra-b-1996/,мошин 100% мудати техосмотор як соли пура,1996,Opel,Vectra B
1971,"Opel Vectra B, 2000",14100,Седан,2000,Другой цвет,Передний,1.6,280000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:52:00,Бохтар (Курган-Тюбе),47000,443,https://somon.tj/adv/9399939_opel-vectra-b-2000/,Харидор боши занг за,2000,Opel,Vectra B
1972,"Toyota Axio, 2008",28200,Хэтчбек,2008,Мокрый асфальт,Передний,1.8,0,С пробегом,Бензин,Да,Автомат,2023-03-06 11:08:00,Душанбе,94000,476,https://somon.tj/adv/9541907_toyota-axio-2008/,"Toyota Axio, Luxel  матор 1,8...Мошин як даст гаштаги дар шаҳри Душанбе, бениҳоят тозаҳай, ягон камбуди надорад.ҳамаи чиш 100% кор мекунад.  ҳамаи ҳуҷатҳош то охири соли 2023 кардагӣ. Факат мегири бо вахти хуш мегарди !",2008,Toyota,Axio
1973,"Toyota Belta, 2007",12000,Седан,2007,Белый,Передний,1.3,77000,С пробегом,Бензин,Нет,Автомат,2023-03-07 19:14:00,Душанбе,40000,142,https://somon.tj/adv/9574611_toyota-belta-2007/,бе рохкиро бе растомочка мошин дар Душанбе 2 дар холати хуб меошад,2007,Toyota,Belta
1974,"Toyota Belta, 2009",0,Седан,2009,Серебристый,Передний,1.3,111,Новая,Бензин,Да,Автомат,2023-03-07 19:02:00,Куляб,79000,61,https://somon.tj/adv/9574634_toyota-belta-2009/,салом мошин вагонай думохшид оманша яксола хучат дора срочни савдо мешава,2009,Toyota,Belta
1975,"Toyota Belta, 2010",25500,Седан,2010,Белый,Передний,1.3,68,С пробегом,Бензин,Да,Автомат,2023-03-07 19:06:00,Душанбе,85000,252,https://somon.tj/adv/9556363_toyota-belta-2010/,"Вагон Вагон Вагон 
мошин ганда тоза 68 хазор пробег дора кондиционер ях матор каропка 100 фоиз",2010,Toyota,Belta
1976,"Toyota Camry, 2009",39000,Седан,2009,Белый,Передний,2.5,12345,С пробегом,Бензин,Да,Автомат,2023-03-07 19:00:00,Душанбе,130000,74,https://somon.tj/adv/9424263_toyota-camry-2009/,мошин дар холати хуб карор дорад задни камера мулти рул 4 элоктропакет старт стоп хулоса камбуди надора вагонай.  5 руз шид омадагиша дига арзон намешава растамочка кадагияй мошин японка нав мебошад хамаи Корш кадагияй трухкампаненияй Лимитед,2009,Toyota,Camry
1977,"Toyota Camry, 2011",35400,Седан,2011,Серебристый,Передний,2.5,116,С пробегом,Бензин,Да,Автомат,2023-03-07 18:57:00,Душанбе,118000,323,https://somon.tj/adv/9574612_toyota-camry-2011/,Мошини вагон Америка нозада катализатор дора фуллай хадавойш 100% дар бораи нархш бо чак чак мекнем,2011,Toyota,Camry
1978,"Toyota Camry, 2013",51000,Универсал,2013,Мокрый асфальт,Полный,2.5,11,Новая,Гибрид,Да,Автомат,2023-03-07 19:10:00,Душанбе,170000,199,https://somon.tj/adv/9574682_toyota-camry-2013/,машин Хама наварота дора 3 руз шид омаданша бе растамошкахам мефрушем,2013,Toyota,Camry
1979,"Toyota Corolla Verso, 2007",30600,Универсал,2007,Чёрный,Передний,1.8,1234,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:41:00,Душанбе,102000,57,https://somon.tj/adv/9574529_toyota-corolla-verso-2007/,"Мошин Вагонай
Нав омадагияй 
Хамаи чизш кор мекна 
Гарени тозаакай мошин 
Гази заводскойшай
Хуласи гап биё ай пеш бин я муомилаи соз мекнем",2007,Toyota,Corolla Verso
1980,"Toyota Corolla, 2004",20700,Седан,2004,Серебристый,Передний,1.6,20000,С пробегом,Бензин,Да,Механика,2023-03-07 19:00:00,Бохтар (Курган-Тюбе),69000,181,https://somon.tj/adv/9574626_toyota-corolla-2004/,"Toyota Corolla 1 Europe 
Бехуда занг назанен
Мошин бе ягон камбуди",2004,Toyota,Corolla
1981,"Toyota Corolla, 2015",43500,Седан,2015,Мокрый асфальт,Передний,1.8,78000,Новая,Бензин,Да,Автомат,2023-03-07 18:48:00,Душанбе,145000,192,https://somon.tj/adv/9574569_toyota-corolla-2015/,Вагон 💯%,2015,Toyota,Corolla
1982,"Toyota Land Cruiser Prado, 2019",0,Внедорожник,2019,Чёрный,Полный,3.0,41000,С пробегом,Дизель,Да,Автомат,2023-03-07 19:13:00,Душанбе,640000,1412,https://somon.tj/adv/9513481_toyota-land-cruiser-prado-2019/,Европейка вагон!!!,2019,Toyota,Land Cruiser Prado
1983,"Toyota Land Cruiser, 2008",0,Внедорожник,2008,Белый,Передний,4.7,0,С пробегом,Бензин,Да,Автомат,2023-03-07 18:45:00,Турсунзаде,330000,312,https://somon.tj/adv/9574543_toyota-land-cruiser-2008/,Мошин 100 %  алишам меша,2008,Toyota,Land Cruiser
1984,"Toyota Land Cruiser, 2013",0,Внедорожник,2013,Белый,Полный,4.5,86000,С пробегом,Дизель,Да,Автомат,2023-03-07 19:15:00,Душанбе,477000,1674,https://somon.tj/adv/9449125_toyota-land-cruiser-2013/,Европейка 3- ряда сиденье!,2013,Toyota,Land Cruiser
1985,"Toyota Mark II, 1998",0,Седан,1998,Серебристый,Задний,2.0,309604,С пробегом,Бензин + газ,Да,Автомат,2023-03-07 19:12:00,Душанбе,20000,3476,https://somon.tj/adv/8622051_toyota-mark-ii-1998/,состояние созай каробкаш кати рулавоюш айб дора дигаш созай бехтаринай дакмент тамом шудагияй,1998,Toyota,Mark II
1986,"Toyota Prius, 2010",28500,Хэтчбек,2010,Белый,Передний,1.8,255,С пробегом,Бензин,Да,Автомат,2023-03-07 18:56:00,Гиссар,95000,95,https://somon.tj/adv/9574607_toyota-prius-2010/,Машина вагон,2010,Toyota,Prius
1987,"Toyota Verso, 2011",46500,Седан,2011,Другой цвет,Передний,1.8,197172,С пробегом,Бензин,Да,Механика,2023-03-07 19:10:00,Худжанд,155000,141,https://somon.tj/adv/9574673_toyota-verso-2011/,в отличном состоянии,2011,Toyota,Verso
1988,"Volkswagen Touran, 2006",0,Минивен,2006,Чёрный,Передний,1.4,333333,Новая,Бензин,Да,Механика,2023-03-07 18:53:00,Душанбе,79999,1192,https://somon.tj/adv/9421213_volkswagen-touran-2006/,Мошин нав омадагист мотор 1.4 турбо бензин камтар кори беруна  дорад мошин камрасход соли барориш 06.2006 сол 7-одама матор кам овоз мебошад. Харидорони аник занг зада малумоти бештар бо телефон савдо дар назди мошин,2006,Volkswagen,Touran
1989,"ВАЗ 2107, 2005",0,Седан,2005,Белый,Задний,1.6,222000,С пробегом,Бензин + газ,Да,Механика,2023-03-07 19:03:00,Куляб,26000,144,https://somon.tj/adv/9574637_vaz-2107-2005/,"мошин дар холати хуби техники карор дорад, 4 балони нав, хадавой нав, аккумулятор нав, хулас хама нав, хучат нав",2005,ВАЗ,2107
1990,"ВАЗ 2110, 2001",0,Седан,2001,Белый,Передний,1.6,123456,С пробегом,Бензин,Да,Механика,2023-03-07 19:10:00,Душанбе,13500,517,https://somon.tj/adv/9572072_vaz-2110-2001/,матор инжектор мошин дар холати хуб карор дора матор звер акилматор нав  гупкават кадаги дискачои 15 профил салон полни кожа канкредни харидоро занг зана срочно,2001,ВАЗ,2110
1991,"BMW X5, 2017",0,Внедорожник,2017,Чёрный,Полный,3.0,144258,С пробегом,Дизель,Да,Автомат,2023-03-07 18:20:00,Душанбе,439000,86,https://somon.tj/adv/9430004_bmw-x5-2017/,Мошин вагон 2016 10 моха хучат 2017 танирофка 2023 Европа,2017,BMW,X5
1992,"Chevrolet Matiz, 2010",16800,Кроссовер,2010,Чёрный,Передний,0.8,1234,Новая,Бензин,Да,Механика,2023-03-07 18:26:00,Душанбе,56000,1162,https://somon.tj/adv/9409993_chevrolet-matiz-2010/,"В А Г О Н. !!!!!!
Дар холати хуби техники Карор Дорад….",2010,Chevrolet,Matiz
1993,"Daewoo Cielo, 1996",0,Седан,1996,Белый,Передний,1.6,0,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:25:00,Худжанд,17000,239,https://somon.tj/adv/9574426_daewoo-cielo-1996/,продам срочно техас дорад,1996,Daewoo,Cielo
1994,"Daewoo Matiz, 2002",0,Хэтчбек,2002,Серебристый,Передний,1.1,2211,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:30:00,Душанбе,18500,277,https://somon.tj/adv/9574457_daewoo-matiz-2002/,Мошин дар холати хуб карор дорад 4 балон нав матор каропка зур Мошин зурай харидори аник занг бза любой соат,2002,Daewoo,Matiz
1995,"Daewoo Nexia, 1995",0,Седан,1995,Серебристый,Передний,1.6,12345,С пробегом,Бензин + газ,Да,Механика,2023-03-07 18:22:00,Джаббор Расулов,14500,254,https://somon.tj/adv/9574402_daewoo-nexia-1995/,срочно тех яксола,1995,Daewoo,Nexia
1996,"Daewoo Nexia, 1996",0,Седан,1996,Белый,Передний,1.6,0,Новая,Бензин + газ,Да,Механика,2023-03-07 18:20:00,Душанбе,15000,729,https://somon.tj/adv/9409262_daewoo-nexia-1996/,"мошин дархолати хуби техники карор дора
каропка созай
ягон канбуди надора
салонуш тозахай
магтафон калонка зурай
хучат дора 7 мох
панпери пешу кафо краска мега
срочна сум даркорай",1996,Daewoo,Nexia
